"Sample_ID","Date_collected","Site","Lab_sample","Date_read1","pmarinus","haplo","Nematopsis1","General ciliates1","Notes","Date_read","Reader_1","Duplicate_read","Date_read2","P. marinus2","Haplosporidium2","Nematopsis2","General_ciliates2","Notes2","Reader_2","General_ciliates1","Notes1","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32"
"0725GOLD_20",2025-07-29,"GOLD",20,"02-04-2026",0,1,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_21",2025-07-29,"GOLD",21,"02-04-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_22",2025-07-29,"GOLD",22,"02-04-2026",1,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_23",2025-07-29,"GOLD",23,"02-04-2026",0,1,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"maybe 1 haplo cells found in connective tissue (check photo) - Lydia confirmed haplo cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_24",2025-07-29,"GOLD",24,"02-18-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_25",2025-07-29,"GOLD",25,"02-18-2026",3,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_26",2025-07-29,"GOLD",26,"02-18-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"hemocytosis in gut,  not a good cut on gills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_27",2025-07-29,"GOLD",27,"02-18-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_28",2025-07-29,"GOLD",28,"02-18-2026",2,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"little gills present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_29",2025-07-29,"GOLD",29,"02-18-2026",3,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_30",2025-07-29,"GOLD",30,"02-18-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_01",2024-08-14,"GOLD",1,"06-24-2026",0,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_02",2024-08-14,"GOLD",2,"06-24-2026",0,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_03",2024-08-14,"GOLD",3,"06-24-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_04",2024-08-14,"GOLD",4,"06-24-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_05",2024-08-14,"GOLD",5,"06-24-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_06",2024-08-14,"GOLD",6,"06-24-2026",0,4,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_07",2024-08-14,"GOLD",7,"06-24-2026",3,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_08",2024-08-14,"GOLD",8,"06-24-2026",1,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_09",2024-08-14,"GOLD",9,"06-24-2026",0,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_10",2024-08-14,"GOLD",10,"06-24-2026",0.5,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_11",2024-08-14,"GOLD",11,"06-24-2026",0.5,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_12",2024-08-14,"GOLD",12,"06-24-2026",1,2,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_13",2024-08-14,"GOLD",13,"06-24-2026",0,1,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_14",2024-08-14,"GOLD",14,"06-24-2026",0.5,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_15",2024-08-14,"GOLD",15,"06-24-2026",0.5,1,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_16",2024-08-14,"GOLD",16,"06-24-2026",0,1,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_17",2024-08-14,"GOLD",17,"06-24-2026",1,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_18",2024-08-14,"GOLD",18,"06-24-2026",0,1,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_19",2024-08-14,"GOLD",19,"06-24-2026",1,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_20",2024-08-14,"GOLD",20,"06-24-2026",3,1,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_21",2024-08-14,"GOLD",21,"06-24-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_22",2024-08-14,"GOLD",22,"06-24-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"poorly cut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_23",2024-08-14,"GOLD",23,"06-24-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_24",2024-08-14,"GOLD",24,"06-24-2026",0,1,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_25",2024-08-14,"GOLD",25,"06-24-2026",0.5,1,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_26",2024-08-14,"GOLD",26,"06-24-2026",0,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_27",2024-08-14,"GOLD",27,"06-24-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_28",2024-08-14,"GOLD",28,"06-24-2026",1,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_29",2024-08-14,"GOLD",29,"06-24-2026",1,2,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0824GOLD_30",2024-08-14,"GOLD",30,"06-24-2026",0.5,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_01",2025-08-18,"GOLD",1,"04-13-2026",3,1,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_02",2025-08-18,"GOLD",2,"04-13-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_03",2025-08-18,"GOLD",3,"04-13-2026",3,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"gut epithelium cut up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_04",2025-08-18,"GOLD",4,"04-13-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_05",2025-08-18,"GOLD",5,"04-13-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_06",2025-08-18,"GOLD",6,"04-13-2026",0.5,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_07",2025-08-18,"GOLD",7,"04-13-2026",0,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_08",2025-08-18,"GOLD",8,"04-13-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"only a tiny patch of gill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_09",2025-08-18,"GOLD",9,"04-13-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"VGH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_10",2025-08-18,"GOLD",10,"04-13-2026",0,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_11",2025-08-18,"GOLD",11,"07-28-2026",0,1,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_12",2025-08-18,"GOLD",12,"07-28-2026",3,2,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_13",2025-08-18,"GOLD",13,"07-28-2026",2,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Tissue mounting casues unfocused areas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_14",2025-08-18,"GOLD",14,"07-28-2026",4,1,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_15",2025-08-18,"GOLD",15,"07-28-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_16",2025-08-18,"GOLD",16,"07-28-2026",1,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_17",2025-08-18,"GOLD",17,"07-28-2026",4,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_18",2025-08-18,"GOLD",18,"07-28-2026",0,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_19",2025-08-18,"GOLD",19,"08-12-2026",4,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_20",2025-08-18,"GOLD",20,"08-12-2026",0,3,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_21",2025-08-18,"GOLD",21,"08-12-2026",0,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_22",2025-08-18,"GOLD",22,"08-12-2026",0,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_23",2025-08-18,"GOLD",23,"08-12-2026",0,2,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"no gills, msx in palps and gut epithelium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_24",2025-08-18,"GOLD",24,"08-12-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_25",2025-08-18,"GOLD",25,"08-12-2026",0,0,FALSE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_26",2025-08-18,"GOLD",26,"08-12-2026",0,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_27",2025-08-18,"GOLD",27,"08-12-2026",0,2,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_28",2025-08-18,"GOLD",28,"08-12-2026",4,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_29",2025-08-18,"GOLD",29,"08-12-2026",0.5,0,FALSE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0825GOLD_30",2025-08-18,"GOLD",30,"08-12-2026",0,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_01",2024-09-23,"ASHC",1,"05-19-2026",2,0,TRUE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_02",2024-09-23,"ASHC",2,"05-19-2026",0,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_03",2024-09-23,"ASHC",3,"05-19-2026",1,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_04",2024-09-23,"ASHC",4,"05-19-2026",0,0,TRUE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_05",2024-09-23,"ASHC",5,"05-19-2026",0.5,0,FALSE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_06",2024-09-23,"ASHC",6,"05-19-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_07",2024-09-23,"ASHC",7,"05-19-2026",0.5,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_08",2024-09-23,"ASHC",8,"05-19-2026",5,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_09",2024-09-23,"ASHC",9,"07-22-2026",0,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_10",2024-09-23,"ASHC",10,"07-22-2026",0.5,0,TRUE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"no gill tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_11",2024-09-23,"ASHC",11,"07-22-2026",3,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_12",2024-09-23,"ASHC",12,"07-22-2026",3,0,TRUE,NA,NA,NA,"LMB",TRUE,"07-22-2026",3,0,TRUE,FALSE,NA,"SND",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_13",2024-09-23,"ASHC",13,"07-22-2026",3,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_14",2024-09-23,"ASHC",14,"07-22-2026",3,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_15",2024-09-23,"ASHC",15,"07-22-2026",0.5,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_16",2024-09-23,"ASHC",16,"07-22-2026",0.5,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_17",2024-09-23,"ASHC",17,"07-22-2026",3,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_18",2024-09-23,"ASHC",18,"07-22-2026",0.5,0,TRUE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_19",2024-09-23,"ASHC",19,"07-22-2026",3,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_20",2024-09-23,"ASHC",20,"07-22-2026",3,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"potential eukaryotic organism in gut epithelium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_21",2024-09-23,"ASHC",21,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_22",2024-09-23,"ASHC",22,"07-22-2026",3,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_23",2024-09-23,"ASHC",23,"07-22-2026",2,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"spheno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_24",2024-09-23,"ASHC",24,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_25",2024-09-23,"ASHC",25,"07-22-2026",3,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_26",2024-09-23,"ASHC",26,"07-22-2026",0.5,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_27",2024-09-23,"ASHC",27,"07-22-2026",3,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_28",2024-09-23,"ASHC",28,"07-22-2026",3,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_29",2024-09-23,"ASHC",29,"07-22-2026",3,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"speno,  prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924ASHC_30",2024-09-23,"ASHC",30,"07-22-2026",0.5,0,FALSE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924FENC_01",2024-09-25,"FENC",1,"04-28-2026",0,0,TRUE,NA,NA,NA,"SND",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"unknown organism - Non viral and not a prokaryotic inclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924FENC_02",2024-09-25,"FENC",2,"04-28-2026",3,0,TRUE,NA,NA,NA,"KJL",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924FENC_03",2024-09-25,"FENC",3,"04-28-2026",1,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924FENC_04",2024-09-25,"FENC",4,"04-28-2026",1,0,TRUE,NA,NA,NA,"MLK",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0924FENC_05",2024-09-25,"FENC",5,"04-28-2026",0.5,0,TRUE,NA,NA,NA,"LMB",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
